# contact :: CORDEX MPI-ESM-LR_r1_RCA4 tx4x-apr in India/Bangladesh - East Asia spring heatwaves 2023, c.barnes22@imperial.ac.uk 
# tx4x-apr [degC] annual maximum of 4-day rolling tasmax during April in India/BangladeshEA-hw_tx4x-ib-ext_WAS-44_MPI-ESM-LR_r1_RCA4
# year tx4x-apr
1951 2.0 37.068153
1952 2.0 35.912937
1953 2.0 37.116222
1954 2.0 38.52442
1955 2.0 35.463787
1956 2.0 36.616425
1957 2.0 35.750034
1958 2.0 37.00886
1959 2.0 36.116043
1960 2.0 38.273666
1961 2.0 36.475544
1962 2.0 37.01675
1963 2.0 35.74354
1964 2.0 37.682228
1965 2.0 37.221645
1966 2.0 36.994877
1967 2.0 36.547398
1968 2.0 37.88608
1969 2.0 37.224228
1970 2.0 35.853836
1971 2.0 35.670177
1972 2.0 37.156174
1973 2.0 37.84383
1974 2.0 38.58245
1975 2.0 37.219517
1976 2.0 35.993885
1977 2.0 38.477364
1978 2.0 38.527187
1979 2.0 35.687534
1980 2.0 38.46791
1981 2.0 37.37061
1982 2.0 36.730846
1983 2.0 36.174625
1984 2.0 35.402897
1985 2.0 38.41275
1986 2.0 37.535923
1987 2.0 36.87085
1988 2.0 37.250275
1989 2.0 38.56189
1990 2.0 36.63443
1991 2.0 39.34473
1992 2.0 37.72011
1993 2.0 37.84478
1994 2.0 37.29699
1995 2.0 38.733322
1996 2.0 36.6389
1997 2.0 36.362255
1998 2.0 35.73793
1999 2.0 38.485237
2000 2.0 38.285744
2001 2.0 36.373463
2002 2.0 36.442024
2003 2.0 38.78153
2004 2.0 37.96716
2005 2.0 39.979244
2006 2.0 37.183685
2007 2.0 38.526276
2008 2.0 35.418034
2009 2.0 38.568882
2010 2.0 37.51317
2011 2.0 39.231125
2012 2.0 36.953503
2013 2.0 40.069557
2014 2.0 38.43194
2015 2.0 39.214596
2016 2.0 38.100872
2017 2.0 39.12945
2018 2.0 39.781757
2019 2.0 38.63117
2020 2.0 37.54767
2021 2.0 40.368633
2022 2.0 40.31125
2023 2.0 39.567898
2024 2.0 36.695496
2025 2.0 38.10061
2026 2.0 37.922096
2027 2.0 38.725048
2028 2.0 38.744576
2029 2.0 38.28311
2030 2.0 38.485336
2031 2.0 38.839672
2032 2.0 38.11879
2033 2.0 41.08513
2034 2.0 38.49318
2035 2.0 39.8378
2036 2.0 40.55184
2037 2.0 37.91928
2038 2.0 39.203873
2039 2.0 40.27038
2040 2.0 38.580177
2041 2.0 39.115345
2042 2.0 37.51357
2043 2.0 39.40748
2044 2.0 39.701027
2045 2.0 38.077236
2046 2.0 38.623604
2047 2.0 40.84025
2048 2.0 38.925922
2049 2.0 40.015667
2050 2.0 38.618732
2051 2.0 38.571075
2052 2.0 39.026855
2053 2.0 39.765503
2054 2.0 38.81178
2055 2.0 41.160015
2056 2.0 38.42344
2057 2.0 41.05602
2058 2.0 40.63777
2059 2.0 40.35081
2060 2.0 41.565483
2061 2.0 41.031532
2062 2.0 41.44107
2063 2.0 40.334377
2064 2.0 41.0551
2065 2.0 39.488457
2066 2.0 40.6777
2067 2.0 41.67596
2068 2.0 40.290974
2069 2.0 41.22695
2070 2.0 42.30432
2071 2.0 43.041885
2072 2.0 40.96185
2073 2.0 42.829716
2074 2.0 41.371536
2075 2.0 43.007248
2076 2.0 41.79754
2077 2.0 40.65669
2078 2.0 42.786945
2079 2.0 41.96317
2080 2.0 40.462444
2081 2.0 42.646904
2082 2.0 43.063248
2083 2.0 43.595776
2084 2.0 42.981552
2085 2.0 42.94712
2086 2.0 41.92586
2087 2.0 42.587643
2088 2.0 41.119446
2089 2.0 43.822353
2090 2.0 40.66684
2091 2.0 41.845238
2092 2.0 42.996857
2093 2.0 40.878735
2094 2.0 44.83177
2095 2.0 41.524105
2096 2.0 43.243263
2097 2.0 42.09999
2098 2.0 44.464973
2099 2.0 42.55972
2100 2.0 43.550102
