# contact :: CMIP5-077 MPI-ESM-MR_rcp85_r1i1p1 detrended Nino3.4 index - East Africa drought 2023, c.barnes22@imperial.ac.uk 
# nino34_dt [degC] difference between SSTs averaged over (120W-170W, 5S-5N) & (20S-20N) at cmip5_nino-detrended_MPI-ESM-MR_rcp85_r1
# date nino34_dt
1861-01-15 0.40337944
1861-02-15 0.37505913
1861-03-15 0.29596138
1861-04-15 0.28586006
1861-05-15 0.27502823
1861-06-15 0.2729187
1861-07-15 0.20391083
1861-08-15 0.022760391
1861-09-15 0.14212036
1861-10-15 0.03227997
1861-11-15 0.08670044
1861-12-15 0.30433083
1862-01-15 0.40288925
1862-02-15 0.31258965
1862-03-15 0.31845093
1862-04-15 0.34115028
1862-05-15 0.50455093
1862-06-15 0.54870033
1862-07-15 0.31933022
1862-08-15 0.20644951
1862-09-15 0.16512871
1862-10-15 0.16519165
1862-11-15 0.3218708
1862-12-15 0.3678894
1863-01-15 0.30324936
1863-02-15 0.25985909
1863-03-15 0.14517021
1863-04-15 0.312891
1863-05-15 0.2917118
1863-06-15 0.39736938
1863-07-15 0.3036499
1863-08-15 0.16034126
1863-09-15 0.19021034
1863-10-15 0.21564102
1863-11-15 0.27221107
1863-12-15 0.35736084
1864-01-15 0.47491074
1864-02-15 0.29535103
1864-03-15 0.3067093
1864-04-15 0.27091026
1864-05-15 0.28409004
1864-06-15 0.28897095
1864-07-15 0.18780899
1864-08-15 0.1380291
1864-09-15 0.18273926
1864-10-15 0.28274918
1864-11-15 0.19003105
1864-12-15 0.31478882
1865-01-15 0.48278046
1865-02-15 0.49914932
1865-03-15 0.4626217
1865-04-15 0.42977905
1865-05-15 0.38448906
1865-06-15 0.40200043
1865-07-15 0.44934082
1865-08-15 0.39969063
1865-09-15 0.13845062
1865-10-15 0.13369942
1865-11-15 0.27947998
1865-12-15 0.34475136
1866-01-15 0.48703003
1866-02-15 0.3746109
1866-03-15 0.4376812
1866-04-15 0.33502007
1866-05-15 0.4372902
1866-06-15 0.41954994
1866-07-15 0.3599205
1866-08-15 0.35186958
1866-09-15 0.28723145
1866-10-15 0.26846123
1866-11-15 0.29592896
1866-12-15 0.4833393
1867-01-15 0.6114807
1867-02-15 0.5823612
1867-03-15 0.35266113
1867-04-15 0.2744999
1867-05-15 0.3536396
1867-06-15 0.44832993
1867-07-15 0.34655
1867-08-15 0.20645905
1867-09-15 0.16385078
1867-10-15 0.096279144
1867-11-15 0.31192017
1867-12-15 0.4654007
1868-01-15 0.42459106
1868-02-15 0.24212837
1868-03-15 0.13665962
1868-04-15 0.29348946
1868-05-15 0.3503399
1868-06-15 0.25321007
1868-07-15 0.22797012
1868-08-15 0.07049942
1868-09-15 0.10941124
1868-10-15 0.07876015
1868-11-15 0.1428318
1868-12-15 0.37422943
1869-01-15 0.4218502
1869-02-15 0.3679886
1869-03-15 0.35645103
1869-04-15 0.3855896
1869-05-15 0.35791016
1869-06-15 0.3182392
1869-07-15 0.20388985
1869-08-15 0.18811035
1869-09-15 0.1532898
1869-10-15 0.1845684
1869-11-15 0.23171997
1869-12-15 0.39665985
1870-01-15 0.4491005
1870-02-15 0.44690132
1870-03-15 0.26016045
1870-04-15 0.37543106
1870-05-15 0.53033066
1870-06-15 0.470129
1870-07-15 0.36630058
1870-08-15 0.14660072
1870-09-15 0.23843956
1870-10-15 0.17535973
1870-11-15 0.31757164
1870-12-15 0.36089897
1871-01-15 0.2935505
1871-02-15 0.30034828
1871-03-15 0.21483994
1871-04-15 0.24679947
1871-05-15 0.36066055
1871-06-15 0.2623291
1871-07-15 0.2760296
1871-08-15 0.017210007
1871-09-15 0.091070175
1871-10-15 0.051689148
1871-11-15 0.12196922
1871-12-15 0.25503922
1872-01-15 0.240839
1872-02-15 0.23150063
1872-03-15 0.25594902
1872-04-15 0.26259995
1872-05-15 0.37567902
1872-06-15 0.46475983
1872-07-15 0.25110054
1872-08-15 0.15652847
1872-09-15 0.21697998
1872-10-15 0.23477936
1872-11-15 0.28894043
1872-12-15 0.38805962
1873-01-15 0.4309101
1873-02-15 0.4396
1873-03-15 0.39657974
1873-04-15 0.30074883
1873-05-15 0.45163155
1873-06-15 0.4433899
1873-07-15 0.42026138
1873-08-15 0.27721977
1873-09-15 0.15985107
1873-10-15 0.15847969
1873-11-15 0.30933
1873-12-15 0.3366108
1874-01-15 0.4091797
1874-02-15 0.3065815
1874-03-15 0.34401894
1874-04-15 0.26931953
1874-05-15 0.28479004
1874-06-15 0.3208313
1874-07-15 0.14782143
1874-08-15 0.08368111
1874-09-15 0.0671711
1874-10-15 0.077178955
1874-11-15 0.05926895
1874-12-15 0.3461895
1875-01-15 0.38153076
1875-02-15 0.21582031
1875-03-15 0.3716793
1875-04-15 0.40466118
1875-05-15 0.56207085
1875-06-15 0.37869072
1875-07-15 0.19207
1875-08-15 0.10766983
1875-09-15 0.11812973
1875-10-15 0.20800018
1875-11-15 0.1680603
1875-12-15 0.32907104
1876-01-15 0.38732147
1876-02-15 0.37252998
1876-03-15 0.39727974
1876-04-15 0.37265015
1876-05-15 0.3758297
1876-06-15 0.48142052
1876-07-15 0.43848038
1876-08-15 0.29281998
1876-09-15 0.17123032
1876-10-15 0.25055122
1876-11-15 0.25638008
1876-12-15 0.30928993
1877-01-15 0.3961506
1877-02-15 0.26659966
1877-03-15 0.41882896
1877-04-15 0.08260918
1877-05-15 0.31875992
1877-06-15 0.32125854
1877-07-15 0.19027138
1877-08-15 0.0730896
1877-09-15 0.14883995
1877-10-15 0.21270943
1877-11-15 0.33777046
1877-12-15 0.5163307
1878-01-15 0.45079994
1878-02-15 0.27612114
1878-03-15 0.31534004
1878-04-15 0.27990913
1878-05-15 0.39081
1878-06-15 0.39929008
1878-07-15 0.3284893
1878-08-15 0.16204071
1878-09-15 0.22488976
1878-10-15 0.2666092
1878-11-15 0.27962875
1878-12-15 0.43295097
1879-01-15 0.2843895
1879-02-15 0.24777031
1879-03-15 0.3501892
1879-04-15 0.25925064
1879-05-15 0.486269
1879-06-15 0.36997032
1879-07-15 0.15020943
1879-08-15 0.09230995
1879-09-15 0.03284073
1879-10-15 0.14699936
1879-11-15 0.26311874
1879-12-15 0.3425598
1880-01-15 0.4704895
1880-02-15 0.2048893
1880-03-15 0.17160034
1880-04-15 0.15500069
1880-05-15 0.33411026
1880-06-15 0.3956604
1880-07-15 0.1680603
1880-08-15 0.13576889
1880-09-15 0.09280014
1880-10-15 0.1100502
1880-11-15 0.13602066
1880-12-15 0.45333862
1881-01-15 0.43265152
1881-02-15 0.49086952
1881-03-15 0.36359024
1881-04-15 0.37340927
1881-05-15 0.28516006
1881-06-15 0.3673687
1881-07-15 0.22081947
1881-08-15 0.092069626
1881-09-15 0.20272827
1881-10-15 0.25393867
1881-11-15 0.23522949
1881-12-15 0.4472103
1882-01-15 0.3474388
1882-02-15 0.30383873
1882-03-15 0.23999023
1882-04-15 0.17129898
1882-05-15 0.26025963
1882-06-15 0.34189034
1882-07-15 0.20953941
1882-08-15 0.0812397
1882-09-15 0.050441742
1882-10-15 0.056699753
1882-11-15 0.21600151
1882-12-15 0.493721
1883-01-15 0.3895588
1883-02-15 0.36101913
1883-03-15 0.30620956
1883-04-15 0.2982502
1883-05-15 0.3466816
1883-06-15 0.4064312
1883-07-15 0.31588936
1883-08-15 0.27252007
1883-09-15 0.27022934
1883-10-15 0.23475075
1883-11-15 0.251009
1883-12-15 0.34674072
1884-01-15 0.33810043
1884-02-15 0.3395996
1884-03-15 0.3155613
1884-04-15 0.12729073
1884-05-15 0.32598877
1884-06-15 0.34944916
1884-07-15 0.27339935
1884-08-15 0.18601036
1884-09-15 0.18438911
1884-10-15 0.1464901
1884-11-15 0.22213936
1884-12-15 0.35000992
1885-01-15 0.4010601
1885-02-15 0.35367012
1885-03-15 0.46725082
1885-04-15 0.29284096
1885-05-15 0.4010296
1885-06-15 0.35147095
1885-07-15 0.15365982
1885-08-15 0.03860855
1885-09-15 -0.004770279
1885-10-15 0.028619766
1885-11-15 0.22360992
1885-12-15 0.44866943
1886-01-15 0.3475685
1886-02-15 0.4179306
1886-03-15 0.33770943
1886-04-15 0.36414146
1886-05-15 0.43169975
1886-06-15 0.33185005
1886-07-15 0.14678955
1886-08-15 0.0125103
