# contact :: CORDEX MPI-M-MPI-ESM-LR_REMO2015 cumulative DSR - Canada wildfires 2023, c.barnes22@imperial.ac.uk 
# cumDSR [] spatial mean of cumulative Daily Severity Rating from Jan-July each year over Eastern James Bay region at canada-wildfires_cumDSR_CORDEX_MPI-M-MPI-ESM-LR_REMO2015
# year cumDSR
1970 2.0 15.377768
1971 2.0 29.099833
1972 2.0 2.299344
1973 2.0 7.7263584
1974 2.0 22.976158
1975 2.0 29.237808
1976 2.0 5.9803596
1977 2.0 4.8876295
1978 2.0 6.378106
1979 2.0 18.295984
1980 2.0 10.837939
1981 2.0 10.875362
1982 2.0 20.212008
1983 2.0 4.5651298
1984 2.0 54.04751
1985 2.0 1.77473
1986 2.0 5.9440503
1987 2.0 4.145652
1988 2.0 19.6547
1989 2.0 15.9318075
1990 2.0 5.7881436
1991 2.0 22.32071
1992 2.0 2.1418138
1993 2.0 34.43392
1994 2.0 24.12307
1995 2.0 36.876415
1996 2.0 9.111286
1997 2.0 11.652019
1998 2.0 24.085861
1999 2.0 45.586872
2000 2.0 3.9186974
2001 2.0 4.9017677
2002 2.0 8.19459
2003 2.0 47.01856
2004 2.0 54.421654
2005 2.0 15.793322
2006 2.0 6.9679775
2007 2.0 37.63806
2008 2.0 26.105799
2009 2.0 6.0833306
2010 2.0 9.288974
2011 2.0 17.111893
2012 2.0 28.82615
2013 2.0 24.544111
2014 2.0 44.78193
2015 2.0 51.535675
2016 2.0 6.7878656
2017 2.0 38.27806
2018 2.0 8.857067
2019 2.0 13.988757
2020 2.0 18.699863
2021 2.0 20.873463
2022 2.0 2.22471
2023 2.0 18.482962
2024 2.0 17.235949
2025 2.0 9.181453
2026 2.0 8.797218
2027 2.0 7.6708317
2028 2.0 3.885164
2029 2.0 19.07163
2030 2.0 46.997814
2031 2.0 5.8321667
2032 2.0 15.375089
2033 2.0 5.1306148
2034 2.0 1.6607419
2035 2.0 5.748459
2036 2.0 8.002139
2037 2.0 5.5635414
2038 2.0 29.039125
2039 2.0 6.9887514
2040 2.0 43.871098
2041 2.0 9.685326
2042 2.0 21.431261
2043 2.0 21.136309
2044 2.0 2.1953883
2045 2.0 9.66246
2046 2.0 10.477742
2047 2.0 8.788043
2048 2.0 6.9862757
2049 2.0 17.668468
2050 2.0 8.515873
